chr1	3069259	3433689	364430	PRDM16
chr1	3463084	3480587	17503	ARHGEF16
chr1	3490527	3611268	120741	MEGF6
chr1	3625072	3628603	3531	TPRG1L
chr1	3631397	3649999	18602	WRAP73
chr1	3682365	3733079	50714	TP73
chr1	3752481	3756807	4326	CCDC27
chr1	3775373	3775921	548	SMIM1
chr1	3781087	3796476	15389	LRRC47
chr1	3815401	3852407	37006	CEP104
chr1	3857603	3860490	2887	DFFB
chr1	3889959	3900186	10227	C1orf174
chr1	4655425	4774499	119074	AJAP1
chr1	5863264	5986289	123025	NPHP4
chr1	6040568	6090419	49851	KCNAB2
chr1	6106279	6180023	73744	CHD5
chr1	6181467	6197669	16202	ENSG00000285629
chr1	6186671	6199573	12902	RPL22
chr1	6206535	6219407	12872	RNF207
chr1	6225079	6235911	10832	ICMT
chr1	6244365	6245507	1142	HES3
chr1	6249337	6254905	5568	GPR153
chr1	6264596	6393303	128707	ACOT7
chr1	6413192	6419820	6628	HES2
chr1	6424955	6460146	35191	ESPN
chr1	6461433	6465470	4037	TNFRSF25
chr1	6467562	6485443	17881	PLEKHG5
chr1	6525853	6554502	28649	NOL9
chr1	6555373	6579584	24211	TAS1R1
chr1	6580609	6589212	8603	ZBTB48
chr1	6593364	6602817	9453	KLHL21
chr1	6614066	6621637	7571	PHF13
chr1	6625218	6633077	7859	THAP3
chr1	6634525	6681037	46512	DNAJC11
chr1	6785530	7766491	980961	CAMTA1
chr1	7771383	7779645	8262	VAMP3
chr1	7784877	7842755	57878	PER3
chr1	7843942	7853003	9061	UTS2
chr1	7920834	7939994	19160	TNFRSF9
chr1	7962785	7985052	22267	PARK7
chr1	8004521	8015619	11098	ERRFI1
chr1	8324329	8344013	19684	SLC45A1
chr1	8355086	8656297	301211	RERE
chr1	8861359	8874908	13549	ENO1
chr1	8945886	8967745	21859	CA6
chr1	9003299	9026345	23046	SLC2A7
chr1	9037585	9069536	31951	SLC2A5
chr1	9104418	9129027	24609	GPR157
chr1	9244934	9264869	19935	H6PD
chr1	9355891	9367575	11684	SPSB1
chr1	9539691	9582501	42810	SLC25A33
chr1	9588930	9613083	24153	TMEM201
chr1	9710455	9727046	16591	PIK3CD
chr1	9730507	9823733	93226	CLSTN1
chr1	9850717	9872064	21347	CTNNBIP1
chr1	9922254	9935620	13366	LZIC
chr1	9972073	9981299	9226	NMNAT1
chr1	9997258	10004199	6941	RBP7
chr1	10033670	10179956	146286	UBE4B
chr1	10232328	10304647	72319	KIF1B
chr1	10399659	10411552	11893	PGD
chr1	10430517	10442405	11888	CENPS
chr1	10431289	10451595	20306	CENPS-CORT
chr1	10450223	10451595	1372	CORT
chr1	10461489	10472458	10969	DFFA
chr1	10474966	10629987	155021	PEX14
chr1	10638941	10693889	54948	CASZ1
chr1	10947662	10964201	16539	C1orf127
chr1	11013727	11020489	6762	TARDBP
chr1	11026884	11047207	20323	MASP2
chr1	11054864	11059943	5079	SRM
chr1	11066717	11099831	33114	EXOSC10
chr1	11107484	11259409	151925	MTOR
chr1	11189579	11195023	5444	ANGPTL7
chr1	11273531	11286131	12600	UBIAD1
chr1	11500992	11536686	35694	DISP3
chr1	11648693	11650770	2077	FBXO2
chr1	11655835	11661305	5470	FBXO44
chr1	11668658	11673851	5193	FBXO6
chr1	11674774	11680601	5827	MAD2L2
chr1	11706258	11719696	13438	DRAXIN
chr1	11736208	11750104	13896	AGTRAP
chr1	11764400	11789446	25046	C1orf167
chr1	11790679	11803116	12437	MTHFR
chr1	11806262	11840223	33961	CLCN6
chr1	11846008	11847684	1676	NPPA
chr1	11857654	11858833	1179	NPPB
chr1	11920314	11926237	5923	KIAA2013
chr1	11934779	11952691	17912	PLOD1
chr1	11989168	12011565	22397	MFN2
chr1	12021726	12031808	10082	MIIP
chr1	12063598	12142531	78933	TNFRSF8
chr1	12167091	12207020	39929	TNFRSF1B
chr1	12234266	12509024	274758	VPS13D
chr1	12568339	12617348	49009	DHRS3
chr1	12644546	12666735	22189	AADACL4
chr1	12716176	12725996	9820	AADACL3
chr1	12746430	12760951	14521	CFAP107
chr1	12774867	12777599	2732	PRAMEF12
chr1	12793227	12795996	2769	PRAMEF1
chr1	12824941	12828789	3848	PRAMEF11
chr1	12847407	12848289	882	HNRNPCL1
chr1	12859009	12861779	2770	PRAMEF2
chr1	12879543	12883394	3851	PRAMEF4
chr1	12892915	12895847	2932	PRAMEF10
chr1	12917692	12920413	2721	PRAMEF7
chr1	12938674	12942518	3844	PRAMEF6
chr1	13049807	13053659	3852	PRAMEF27
chr1	13061324	13062206	882	HNRNPCL3
chr1	13073693	13077552	3859	PRAMEF25
chr1	13115518	13116400	882	HNRNPCL2
chr1	13164585	13165467	882	HNRNPCL4
chr1	13175280	13179132	3852	PRAMEF9
chr1	13196822	13199589	2767	PRAMEF13
chr1	13223331	13226106	2775	PRAMEF18
chr1	13259268	13263111	3843	PRAMEF5
chr1	13281370	13284091	2721	PRAMEF8
chr1	13305954	13308887	2933	PRAMEF33
chr1	13318407	13322264	3857	PRAMEF15
chr1	13342527	13345314	2787	PRAMEF14
chr1	13369066	13371900	2834	PRAMEF19
chr1	13389657	13392502	2845	PRAMEF17
chr1	13416354	13421258	4904	PRAMEF20
chr1	13475845	13513593	37748	LRRC38
chr1	13583805	13615911	32106	PDPN
chr1	13715605	13816547	100942	PRDM2
chr1	13893665	14304658	410993	KAZN
chr1	15215087	15219743	4656	TMEM51
chr1	15251784	15397413	145629	FHAD1
chr1	15409971	15428724	18753	EFHD2
chr1	15438464	15443462	4998	CTRC
chr1	15456753	15472007	15254	CELA2A
chr1	15476125	15491312	15187	CELA2B
chr1	15493783	15524200	30417	CASP9
chr1	15529105	15566190	37085	DNAJC16
chr1	15573650	15584967	11317	AGMAT
chr1	15617670	15656633	38963	DDI2
chr1	15659868	15661722	1854	RSC1A1
chr1	15684558	15733934	49376	PLEKHM2
chr1	15736485	15739406	2921	SLC25A34
chr1	15742559	15747632	5073	TMEM82
chr1	15764983	15765073	90	FBLIM1
chr1	15807373	15807649	276	UQCRHL
chr1	15872936	15928557	55621	SPEN
chr1	15941968	15943089	1121	ZBTB17
chr1	16004303	16006346	2043	SRARP
chr1	16015579	16017963	2384	HSPB7
chr1	16022619	16033658	11039	CLCNKA
chr1	16044492	16056916	12424	CLCNKB
chr1	16058436	16073442	15006	FAM131C
chr1	16125214	16155932	30718	EPHA2
chr1	16198586	16209054	10468	ARHGEF19
chr1	16232047	16236742	4695	CPLANE2
chr1	16250669	16315418	64749	FBXO42
chr1	16367257	16395140	27883	SZRD1
chr1	16387294	16403974	16680	SPATA21
chr1	16440761	16458890	18129	NECAP2
chr1	16563942	16592021	28079	NBPF1
chr1	16922018	16972446	50428	CROCC
chr1	16974919	16978273	3354	MFAP2
chr1	16985984	17011738	25754	ATP13A2
chr1	17005067	17011757	6690	ENSG00000288636
chr1	17018880	17054019	35139	SDHB
chr1	17069043	17119371	50328	PADI2
chr1	17205217	17244243	39026	PADI1
chr1	17249137	17283079	33942	PADI3
chr1	17308222	17334367	26145	PADI4
chr1	17372245	17401438	29193	PADI6
chr1	17409089	17438514	29425	RCC2
chr1	17580595	17697380	116785	ARHGEF10L
chr1	17823008	17826519	3511	ACTL8
chr1	18108128	18378326	270198	IGSF21
chr1	18480981	18483315	2334	KLHDC7A
chr1	18631603	18744929	113326	PAX7
chr1	18839598	18859660	20062	TAS1R2
chr1	18872844	18902523	29679	ALDH4A1
chr1	18908560	18956332	47772	IFFO2
chr1	19074831	19081806	6975	UBR4
chr1	19219302	19251509	32207	EMC1
chr1	19251835	19258830	6995	MRTO4
chr1	19282730	19288709	5979	AKR7A3
chr1	19304224	19312124	7900	AKR7A2
chr1	19317677	19328643	10966	SLC66A1
chr1	19339529	19485438	145909	CAPZB
chr1	19623478	19626401	2923	MICOS10
chr1	19655030	19657129	2099	NBL1
chr1	19597066	19626401	29335	MICOS10-NBL1
chr1	19665753	19679368	13615	HTR6
chr1	19682628	19780758	98130	TMCO4
chr1	19814417	19815101	684	RNF186
chr1	19882513	19907746	25233	OTUD3
chr1	19920306	19923559	3253	PLA2G2E
chr1	19975700	19978773	3073	PLA2G2A
chr1	20084830	20090692	5862	PLA2G5
chr1	20114113	20119498	5385	PLA2G2D
chr1	20139427	20148401	8974	PLA2G2F
chr1	20163990	20177363	13373	PLA2G2C
chr1	20190561	20191404	843	UBXN10
chr1	20310601	20354263	43662	VWA5B1
chr1	20483648	20485379	1731	CAMK2N1
chr1	20500689	20508024	7335	MUL1
chr1	20552973	20553963	990	FAM43B
chr1	20589129	20618568	29439	CDA
chr1	20633548	20650691	17143	PINK1
chr1	20652378	20661401	9023	DDOST
chr1	20664583	20715570	50987	KIF17
chr1	20721791	20728044	6253	SH2D5
chr1	20744796	20780440	35644	HP1BP3
chr1	20807318	21002742	195424	EIF4G3
chr1	21219954	21345378	125424	ECE1
chr1	21445086	21483386	38300	NBPF3
chr1	21554081	21577648	23567	ALPL
chr1	21597719	21620032	22313	RAP1GAP
chr1	21679416	21782957	103541	USP48
chr1	21812451	21822215	9764	LDLRAD2
chr1	21823315	21937217	113902	HSPG2
chr1	21977039	21989279	12240	CELA3B
chr1	22001674	22012467	10793	CELA3A
chr1	22078478	22090032	11554	ENSG00000289694
chr1	22078478	22091517	13039	CDC42
chr1	22120049	22142922	22873	WNT4
chr1	22489948	22511763	21815	ZBTB40
chr1	22563635	22601741	38106	EPHA8
chr1	22637616	22639407	1791	C1QA
chr1	22644023	22647783	3760	C1QC
chr1	22659462	22661090	1628	C1QB
chr1	22710982	22891149	180167	EPHB2
chr1	22953042	22972316	19274	LACTBL1
chr1	23010900	23015773	4873	TEX46
chr1	23019596	23083364	63768	KDM1A
chr1	23088894	23094261	5367	LUZP1
chr1	23193085	23194219	1134	HTR1D
chr1	23306489	23313601	7112	HNRNPR
chr1	23361968	23368005	6037	ZNF436
chr1	23381465	23424633	43168	TCEA3
chr1	23429855	23436642	6787	ASAP3
chr1	23509879	23530793	20914	E2F2
chr1	23558959	23559426	467	ID3
chr1	23691823	23696373	4550	RPL11
chr1	23743503	23754202	10699	ELOA
chr1	23778515	23787376	8861	PITHD1
chr1	23792682	23794732	2050	LYPLA2
chr1	23795948	23799007	3059	GALE
chr1	23802462	23825415	22953	HMGCL
chr1	23845714	23868286	22572	FUCA1
chr1	23874534	23875617	1083	CNR2
chr1	23961457	23961877	420	PNRC2
chr1	23971141	23980255	9114	SRSF10
chr1	24057363	24066208	8845	MYOM3
chr1	24120804	24143082	22278	IL22RA1
chr1	24157129	24187248	30119	IFNLR1
chr1	24319551	24354488	34937	GRHL3
chr1	24358542	24401388	42846	STPG1
chr1	24419547	24469185	49638	NIPAL3
chr1	24514372	24535277	20905	RCAN3
chr1	24595430	24605747	10317	NCMAP
chr1	24646672	24649987	3315	SRRM1
chr1	24745553	24840937	95384	CLIC4
chr1	24902121	24929868	27747	RUNX3
chr1	25223265	25232467	9202	SYF2
chr1	25242588	25246963	4375	RSRP1
chr1	25272547	25321907	49360	RHD
chr1	25340486	25360705	20219	TMEM50A
chr1	25362526	25420786	58260	RHCE
chr1	25431098	25498466	67368	MACO1
chr1	25543698	25566992	23294	LDLRAP1
chr1	25617797	25783789	165992	MAN1C1
chr1	25800230	25815718	15488	SELENON
chr1	25813972	25823027	9055	ENSG00000255054
chr1	25823104	25829514	6410	MTFR1L
chr1	25832087	25859357	27270	AUNIP
chr1	25862798	25863839	1041	PAQR7
chr1	25885722	25904676	18954	STMN1
chr1	25961988	25990816	28828	PAFAH2
chr1	26022646	26035347	12701	EXTL1
chr1	26039159	26045896	6737	SLC30A2
chr1	26051872	26067494	15622	TRIM63
chr1	26114308	26122577	8269	PDIK1L
chr1	26161291	26162107	816	FAM110D
chr1	26164160	26168499	4339	C1orf232
chr1	26171188	26171661	473	ZNF593OS
chr1	26169983	26170716	733	ZNF593
chr1	26177547	26180715	3168	CNKSR1
chr1	26190627	26201603	10976	CATSPER4
chr1	26239783	26277293	37510	CEP85
chr1	26280155	26281123	968	SH3BGRL3
chr1	26282298	26302883	20585	UBXN11
chr1	26318017	26320302	2285	CD52
chr1	26321967	26360049	38082	CRYBG2
chr1	26361650	26368571	6921	ZNF683
chr1	26410891	26426458	15567	LIN28A
chr1	26432945	26442749	9804	DHDDS
chr1	26472612	26475148	2536	HMGN2
chr1	26529920	26530852	932	RPS6KA1
chr1	26729662	26780756	51094	ARID1A
chr1	26790815	26797844	7029	PIGV
chr1	26826804	26853843	27039	ZDHHC18
chr1	26863212	26863959	747	SFN
chr1	26879676	26890096	10420	GPN2
chr1	26890803	26893448	2645	GPATCH3
chr1	26911142	26942776	31634	NUDC
chr1	26911844	26913940	2096	NR0B2
chr1	26950068	26952380	2312	KDF1
chr1	26993786	26994470	684	TRNP1
chr1	27005943	27012670	6727	TENT5B
chr1	27100306	27154334	54028	SLC9A1
chr1	27261054	27306383	45329	WDTC1
chr1	27322197	27335466	13269	TMEM222
chr1	27345334	27353852	8518	SYTL1
chr1	27355379	27356471	1092	MAP3K6
chr1	27369235	27374818	5583	FCN3
chr1	27380046	27383239	3193	CD164L2
chr1	27393798	27394791	993	GPR3
chr1	27408188	27428890	20702	WASF2
chr1	27547303	27552115	4812	AHDC1
chr1	27612913	27623916	11003	FGR
chr1	27666380	27669314	2934	IFI6
chr1	27726080	27760581	34501	FAM76A
chr1	27773307	27822329	49022	STX12
chr1	27830835	27850446	19611	PPP1R8
chr1	27872571	27885922	13351	THEMIS2
chr1	27892162	27914443	22281	RPA2
chr1	27935183	27958838	23655	SMPDL3B
chr1	27963596	27965379	1783	XKR8
chr1	27974465	28058026	83561	EYA3
chr1	28149992	28151021	1029	PTAFR
chr1	28200197	28205350	5153	DNAJC8
chr1	28236183	28237797	1614	ATP5IF1
chr1	28259847	28280802	20955	SESN2
chr1	28330662	28334970	4308	MED18
chr1	28407447	28466584	59137	PHACTR4
chr1	28529866	28538007	8141	RCC1
chr1	28553110	28577636	24526	TRNAU1AP
chr1	28593799	28594117	318	RAB42
chr1	28603538	28622081	18543	TAF12
chr1	28683612	28714773	31161	GMEB1
chr1	28737120	28742871	5751	YTHDF2
chr1	28812383	28863283	50900	OPRD1
chr1	28993488	29115797	122309	EPB41
chr1	29120904	29121828	924	TMEM200B
chr1	29148409	29181752	33343	SRSF4
chr1	29194021	29230906	36885	MECR
chr1	29236644	29325661	89017	PTPRU
chr1	30713581	30723551	9970	MATN1
chr1	30733827	30757745	23918	LAPTM5
chr1	30873210	30908586	35376	SDC3
chr1	30933210	31059566	126356	PUM1
chr1	31181702	31239547	57845	NKAIN1
chr1	31260071	31296751	36680	SNRNP40
chr1	31318194	31364193	45999	ZCCHC17
chr1	31365885	31373014	7129	FABP3
chr1	31409837	31434199	24362	SERINC2
chr1	31577148	31586979	9831	TINAGL1
chr1	31619192	31626980	7788	HCRTR1
chr1	31630612	31644864	14252	PEF1
chr1	31652650	31702193	49543	COL16A1
chr1	31727419	31759350	31931	ADGRB2
chr1	31790602	31800521	9919	SPOCD1
chr1	31908851	31919065	10214	PTP4A2
chr1	31919562	31919628	66	ENSG00000288678
chr1	32013995	32042624	28629	KHDRBS1
chr1	32073047	32091745	18698	TMEM39B
chr1	32108130	32170894	62764	KPNA6
chr1	32180345	32195195	14850	TXLNA
chr1	32201935	32205248	3313	CCDC28B
chr1	32205681	32208082	2401	IQCC
chr1	32209093	32215897	6804	DCDC2B
chr1	32217521	32222322	4801	TMEM234
chr1	32222441	32231196	8755	EIF3I
chr1	32247421	32248601	1180	FAM167B
chr1	32274329	32285716	11387	LCK
chr1	32292169	32333044	40875	HDAC1
chr1	32334596	32336033	1437	MARCKSL1
chr1	32363674	32363779	105	TSSK3
chr1	32361432	32362091	659	FAM229A
chr1	32366621	32394414	27793	BSDC1
chr1	32470624	32485418	14794	ZBTB8B
chr1	32592931	32600419	7488	ZBTB8A
chr1	32600252	32650529	50277	ZBTB8OS
chr1	32651306	32679705	28399	RBBP4
chr1	32681849	32702660	20811	SYNC
chr1	32741954	32772887	30933	KIAA1522
chr1	32775980	32817244	41264	YARS1
chr1	32826099	32826489	390	S100PBP
chr1	32864293	32870746	6453	FNDC5
chr1	32888898	32893862	4964	HPCA
chr1	32894804	32901238	6434	TMEM54
chr1	32936805	32964685	27880	RNF19B
chr1	33010828	33036828	26000	AK2
chr1	33082249	33120182	37933	AZIN2
chr1	33147176	33181432	34256	TRIM62
chr1	33270574	33299046	28472	ZNF362
chr1	33306765	33321098	14333	A3GALT2
chr1	33324864	33375539	50675	PHC2
chr1	33479288	33495476	16188	ZSCAN20
chr1	33519517	34165097	645580	CSMD2
chr1	33864191	33864752	561	HMGB4
chr1	34197474	34218761	21287	C1orf94
chr1	34718391	34855977	137586	SMIM12
chr1	34757330	34758152	822	GJB5
chr1	34761254	34762055	801	GJB4
chr1	34784762	34785575	813	GJB3
chr1	34794213	34795090	877	GJA4
chr1	34866082	34905383	39301	DLGAP3
chr1	34977342	34985305	7963	ENSG00000284773
chr1	34981943	34985305	3362	TMEM35B
chr1	34987103	35030639	43536	ZMYM6
chr1	35093987	35115259	21272	ZMYM1
chr1	35178012	35188042	10030	SFPQ
chr1	35269046	35419677	150631	ZMYM4
chr1	35434893	35554491	119598	KIAA0319L
chr1	35559124	35565663	6539	NCDN
chr1	35573577	35594676	21099	TFAP2E
chr1	35603266	35641432	38166	PSMB2
chr1	35715631	35716321	690	C1orf216
chr1	35720890	35769870	48980	CLSPN
chr1	35808416	35853605	45189	AGO4
chr1	35892572	35919607	27035	AGO1
chr1	35931426	35982652	51226	AGO3
chr1	36084921	36088186	3265	TEKT2
chr1	36088904	36093386	4482	ADPRS
chr1	36097568	36100242	2674	COL8A2
chr1	36137202	36149378	12176	TRAPPC3
chr1	36171041	36175008	3967	MAP7D1
chr1	36282563	36304017	21454	THRAP3
chr1	36306420	36321127	14707	SH3D21
chr1	36322294	36323037	743	EVA1B
chr1	36343198	36361332	18134	STK40
chr1	36393757	36394129	372	LSM10
chr1	36416047	36422181	6134	OSCP1
chr1	36455787	36464275	8488	MRPS15
chr1	36466356	36479496	13140	CSF3R
chr1	36801850	37034108	232258	GRIK3
chr1	37475496	37482383	6887	ZC3H12A
chr1	37494098	37514746	20648	MEAF6
chr1	37537747	37554229	16482	SNIP1
chr1	37556928	37565061	8133	DNALI1
chr1	37566854	37595822	28968	GNL2
chr1	37612754	37629661	16907	RSPO1
chr1	37683122	37689880	6758	C1orf109
chr1	37692690	37708366	15676	CDCA8
chr1	37721700	37731494	9794	EPHA10
chr1	37794182	37800203	6021	MANEAL
chr1	37803924	37808180	4256	YRDC
chr1	37808684	37809073	389	C1orf122
chr1	37815135	37857658	42523	MTF1
chr1	37862314	37931712	69398	INPP5B
chr1	37958185	37989965	31780	SF3A3
chr1	37997404	37999412	2008	FHL3
chr1	38012802	38023628	10826	UTP11
chr1	38045387	38046743	1356	POU3F1
chr1	38839552	38859646	20094	RRAGC
chr1	38864669	38873305	8636	MYCBP
chr1	38873685	38876098	2413	ENSG00000274944
chr1	38874550	38876098	1548	GJA9
chr1	38886503	38919212	32709	RHBDL2
chr1	38991380	39004055	12675	AKIRIN1
chr1	39028724	39034496	5772	NDUFS5
chr1	39084218	39102848	18630	MACF1
chr1	39491991	39525798	33807	BMP8A
chr1	39561697	39575686	13989	PABPC4
chr1	39626506	39639625	13119	HEYL
chr1	39659120	39672038	12918	NT5C1A
chr1	39682535	39684603	2068	HPCAL4
chr1	39741918	39745403	3485	PPIE
chr1	39760418	39788485	28067	BMP8B
chr1	39769701	39771255	1554	OXCT2
chr1	39865556	39883425	17869	TRIT1
chr1	39897371	39901888	4517	MYCL
chr1	39965325	39969568	4243	MFSD2A
chr1	40059346	40071533	12187	CAP1
chr1	40074060	40097238	23178	PPT1
chr1	40161399	40240447	79048	RLF
chr1	40247993	40251594	3601	TMCO2
chr1	40258271	40280298	22027	ZMPSTE24
chr1	40301181	40317197	16016	COL9A2
chr1	40362381	40414240	51859	SMAP2
chr1	40450961	40462466	11505	ZFP69B
chr1	40479361	40496059	16698	ZFP69
chr1	40514544	40515666	1122	EXO5
chr1	40533166	40547460	14294	ZNF684
chr1	40626516	40641925	15409	RIMS3
chr1	40738843	40770828	31985	NFYC
chr1	40784093	40838523	54430	KCNQ4
chr1	40861572	40862127	555	CITED4
chr1	40983290	41010245	26955	CTPS1
chr1	41016105	41020660	4555	SLFNL1
chr1	41028193	41152674	124481	SCMH1
chr1	41361930	41382681	20751	FOXO6
chr1	41479408	41484601	5193	EDN2
chr1	41510450	41584797	74347	HIVEP3
chr1	41585305	41628816	43511	ENSG00000284895
chr1	42153450	42155596	2146	GUCA2B
chr1	42162905	42164712	1807	GUCA2A
chr1	42179709	42188923	9214	FOXJ3
chr1	42380934	42414974	34040	RIMKLA
chr1	42430735	42455997	25262	ZMYND12
chr1	42457257	42459926	2669	PPCS
chr1	42480551	42482890	2339	CCDC30
chr1	42658446	42667419	8973	PPIH
chr1	42682565	42701015	18450	YBX1
chr1	42735085	42740063	4978	CLDN19
chr1	42746832	42766971	20139	P3H1
chr1	42767311	42775394	8083	C1orf50
chr1	42767311	42774786	7475	ENSG00000283580
chr1	42789893	42798225	8332	TMEM269
chr1	42807413	42816544	9131	SVBP
chr1	42830448	42830499	51	ERMAP
chr1	42849658	42851813	2155	ZNF691
chr1	42927040	42958651	31611	SLC2A1
chr1	43145248	43156313	11065	FAM183A
chr1	43164442	43172421	7979	EBNA1BP2
chr1	43172753	43210084	37331	CFAP57
chr1	43272722	43273382	660	TMEM125
chr1	43282784	43283270	486	C1orf210
chr1	43301071	43322722	21651	TIE1
chr1	43337848	43352772	14924	MPL
chr1	43359215	43363129	3914	CDC20
chr1	43363915	43365609	1694	ELOVL1
chr1	43385041	43389764	4723	MED8
chr1	43389968	43406327	16359	SZT2
chr1	43451237	43453793	2556	HYI
chr1	43545075	43579285	34210	PTPRF
chr1	43653175	43704370	51195	KDM4A
chr1	43653175	43683711	30536	ENSG00000284989
chr1	43736262	43801373	65111	ST3GAL3
chr1	43935656	43936765	1109	ARTN
chr1	43947600	43967682	20082	IPO13
chr1	43970175	43970809	634	DPH2
chr1	43976114	43976823	709	ATP6V0B
chr1	43981160	43981327	167	B4GALT2
chr1	43991878	43992317	439	CCDC24
chr1	43991608	44010088	18480	SLC6A9
chr1	44118907	44130756	11849	KLF17
chr1	44137820	44141631	3811	KLF18
chr1	44213753	44220618	6865	DMAP1
chr1	44221557	44319744	98187	ERI3
chr1	44412097	44650775	238678	RNF220
chr1	44636409	44674391	37982	TMEM53
chr1	44689697	44698133	8436	ARMH1
chr1	44739932	44757971	18039	KIF2C
chr1	44775596	44778685	3089	RPS8
chr1	44784209	44787705	3496	BEST4
chr1	44800463	44805678	5215	PLK3
chr1	44806002	44806668	666	DYNLT4
chr1	44808820	44813772	4952	BTBD19
chr1	44820688	44823260	2572	PTCH2
chr1	44850950	44981168	130218	EIF2B3
chr1	45003491	45008389	4898	HECTD3
chr1	45012991	45015498	2507	UROD
chr1	45018453	45206350	187897	ZSWIM5
chr1	45327148	45328264	1116	HPDL
chr1	45329305	45334505	5200	MUTYH
chr1	45330065	45457785	127720	ENSG00000288208
chr1	45340252	45343702	3450	TOE1
chr1	45344839	45457785	112946	TESK2
chr1	45495058	45499609	4551	CCDC163
chr1	45500332	45509215	8883	MMACHC
chr1	45511328	45519043	7715	PRDX1
chr1	45561794	45569956	8162	AKR1A1
chr1	45584146	45615131	30985	NASP
chr1	45623111	45623909	798	CCDC17
chr1	45628255	45659087	30832	GPBP1L1
chr1	45691068	45693905	2837	TMEM69
chr1	45694417	45746411	51994	IPP
chr1	45803895	46036066	232171	MAST2
chr1	46043672	46131952	88280	PIK3R3
chr1	46043672	46176471	132799	P3R3URF-PIK3R3
chr1	46181107	46185533	4426	TSPAN1
chr1	46175585	46176471	886	P3R3URF
chr1	46189269	46197821	8552	POMGNT1
chr1	46203426	46220220	16794	LURAP1
chr1	46261268	46261358	90	RAD54L
chr1	46261403	46281161	19758	LRRC41
chr1	46303766	46316584	12818	UQCRH
chr1	46340826	46352886	12060	NSUN4
chr1	46394348	46413575	19227	FAAH
chr1	46507010	46512494	5484	DMBX1
chr1	46532993	46533527	534	TMEM275
chr1	46547729	46551215	3486	KNCN
chr1	46558574	46583327	24753	MKNK1
chr1	46609654	46613321	3667	MOB3C
chr1	46635775	46668322	32547	ATPAF1
chr1	46669438	46673251	3813	TEX38
chr1	46708041	46718087	10046	EFCAB14
chr1	46799081	46814759	15678	CYP4B1
chr1	46934026	46941433	7407	CYP4A11
chr1	47023817	47050174	26357	CYP4X1
chr1	47067490	47117934	50444	CYP4Z1
chr1	47137485	47148797	11312	CYP4A22
chr1	47183970	47189932	5962	PDZK1IP1
chr1	47219719	47225888	6169	TAL1
chr1	47251135	47310319	59184	STIL
chr1	47333945	47376745	42800	CMPK1
chr1	47416315	47417275	960	FOXE3
chr1	47438135	47439623	1488	FOXD2
chr1	47765901	47996789	230888	TRABD2B
chr1	48222736	48233679	10943	SLC5A9
chr1	48298712	48472008	173296	SPATA6
chr1	48534172	50023796	1489624	AGBL4
